task_norm,occupation_norm,year,company_year_count
key information into computer equipment to create layouts for client or supervisor,graphic designers,2010,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2011,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2012,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2013,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2015,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2017,1
key information into computer equipment to create layouts for client or supervisor,graphic designers,2018,5
key information into computer equipment to create layouts for client or supervisor,graphic designers,2019,7
key information into computer equipment to create layouts for client or supervisor,graphic designers,2020,7
key information into computer equipment to create layouts for client or supervisor,graphic designers,2021,11
key information into computer equipment to create layouts for client or supervisor,graphic designers,2022,12
key information into computer equipment to create layouts for client or supervisor,graphic designers,2023,12
key information into computer equipment to create layouts for client or supervisor,graphic designers,2024,15
key information into computer equipment to create layouts for client or supervisor,graphic designers,2025,3
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2012,1
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2015,1
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2016,2
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2017,1
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2018,1
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2019,1
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2020,2
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2021,4
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2022,7
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2023,5
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2024,11
"lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines",mechanical drafters,2025,6
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2012,1
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2017,1
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2018,1
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2019,1
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2020,2
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2021,3
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2022,6
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2023,4
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2024,13
"lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (cad) equipment and software",architectural and civil drafters,2025,6
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2013,1
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2014,2
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2016,2
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2017,1
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2019,2
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2020,4
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2021,3
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2022,2
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2023,3
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2024,10
"lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems",mechanical drafters,2025,4
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2014,1
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2018,1
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2020,3
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2021,3
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2022,4
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2023,9
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2024,6
"lend, reserve, and collect books, periodicals, videotapes, and other materials at circulation desks and process materials for inter-library loans","library assistants, clerical",2025,2
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2006,1
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2007,1
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2011,2
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2013,1
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2014,3
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2015,1
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2016,5
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2017,4
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2018,1
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2019,7
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2020,8
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2021,12
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2022,22
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2023,28
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2024,48
link or chart suspects to criminal organizations or events to determine activities and interrelationships,intelligence analysts,2025,17
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2006,1
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2007,1
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2010,1
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2014,1
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2016,1
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2017,2
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2018,4
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2019,5
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2020,7
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2021,5
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2022,14
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2023,24
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2024,19
locate and attach appropriate files to incoming correspondence requiring replies,"secretaries and administrative assistants, except legal, medical, and executive",2025,5
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2007,1
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2010,1
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2014,1
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2017,1
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2018,3
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2019,5
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2020,8
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2021,5
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2022,11
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2023,16
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2024,16
"locate and correct data entry errors, or report them to supervisors",data entry keyers,2025,4
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2012,1
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2013,1
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2014,1
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2015,3
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2016,4
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2017,1
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2018,1
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2019,4
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2020,3
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2021,2
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2022,12
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2023,10
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2024,23
"locate and estimate probable natural gas, oil, or mineral ore deposits or underground water resources, using aerial photographs, charts, or research or survey results","geoscientists, except hydrologists and geographers",2025,8
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2014,1
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2015,1
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2016,2
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2017,1
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2018,2
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2019,3
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2020,4
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2021,8
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2022,13
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2023,24
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2024,25
"locate and monitor overdue accounts, using computers and a variety of automated systems",bill and account collectors,2025,9
locate and obtain existing geographic information databases,geographers,2006,1
locate and obtain existing geographic information databases,geographers,2011,1
locate and obtain existing geographic information databases,geographers,2012,1
locate and obtain existing geographic information databases,geographers,2013,1
locate and obtain existing geographic information databases,geographers,2014,1
locate and obtain existing geographic information databases,geographers,2015,5
locate and obtain existing geographic information databases,geographers,2016,3
locate and obtain existing geographic information databases,geographers,2018,4
locate and obtain existing geographic information databases,geographers,2019,3
locate and obtain existing geographic information databases,geographers,2020,6
locate and obtain existing geographic information databases,geographers,2021,3
locate and obtain existing geographic information databases,geographers,2022,16
locate and obtain existing geographic information databases,geographers,2023,11
locate and obtain existing geographic information databases,geographers,2024,29
locate and obtain existing geographic information databases,geographers,2025,9
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2012,1
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2013,1
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2014,1
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2016,1
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2021,1
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2022,7
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2023,2
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2024,8
"locate and secure settings, properties, effects, and other production necessities",audio and video technicians,2025,1
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2015,2
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2016,2
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2017,1
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2018,1
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2019,2
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2020,2
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2021,2
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2022,6
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2023,6
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2024,11
"locate files relating to specified design project in database library, load program into computer, and record completed job data",electrical and electronics drafters,2025,7
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2013,1
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2014,1
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2015,1
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2016,2
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2017,5
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2018,3
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2019,5
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2020,9
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2021,13
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2022,12
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2023,28
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2024,30
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered",procurement clerks,2025,9
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2007,1
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2014,2
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2016,1
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2018,2
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2020,4
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2021,2
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2022,5
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2023,7
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2024,15
locate unusual or unique information in response to specific requests,librarians and media collections specialists,2025,5
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2006,1
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2013,1
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2014,1
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2015,4
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2016,5
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2017,5
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2018,4
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2019,7
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2020,13
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2021,15
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2022,24
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2023,25
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2024,33
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales",purchasing managers,2025,13
mail charge statements to customers,"credit authorizers, checkers, and clerks",2007,1
mail charge statements to customers,"credit authorizers, checkers, and clerks",2014,1
mail charge statements to customers,"credit authorizers, checkers, and clerks",2016,2
mail charge statements to customers,"credit authorizers, checkers, and clerks",2017,2
mail charge statements to customers,"credit authorizers, checkers, and clerks",2018,4
mail charge statements to customers,"credit authorizers, checkers, and clerks",2019,2
mail charge statements to customers,"credit authorizers, checkers, and clerks",2020,7
mail charge statements to customers,"credit authorizers, checkers, and clerks",2021,4
mail charge statements to customers,"credit authorizers, checkers, and clerks",2022,9
mail charge statements to customers,"credit authorizers, checkers, and clerks",2023,21
mail charge statements to customers,"credit authorizers, checkers, and clerks",2024,18
mail charge statements to customers,"credit authorizers, checkers, and clerks",2025,7
maintain a current file of examination protocols,radiologic technologists and technicians,2012,1
maintain a current file of examination protocols,radiologic technologists and technicians,2015,1
maintain a current file of examination protocols,radiologic technologists and technicians,2016,2
maintain a current file of examination protocols,radiologic technologists and technicians,2019,2
maintain a current file of examination protocols,radiologic technologists and technicians,2020,1
maintain a current file of examination protocols,radiologic technologists and technicians,2021,2
maintain a current file of examination protocols,radiologic technologists and technicians,2022,2
maintain a current file of examination protocols,radiologic technologists and technicians,2023,2
maintain a current file of examination protocols,radiologic technologists and technicians,2024,9
maintain a current file of examination protocols,radiologic technologists and technicians,2025,4
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2014,1
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2016,4
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2017,2
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2018,1
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2019,1
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2022,3
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2023,3
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2024,2
"maintain access to, and security of, highly sensitive materials",public safety telecommunicators,2025,3
maintain accurate laboratory records and data,molecular and cellular biologists,2011,1
maintain accurate laboratory records and data,molecular and cellular biologists,2012,1
maintain accurate laboratory records and data,molecular and cellular biologists,2014,2
maintain accurate laboratory records and data,molecular and cellular biologists,2015,5
maintain accurate laboratory records and data,molecular and cellular biologists,2016,2
maintain accurate laboratory records and data,molecular and cellular biologists,2017,1
maintain accurate laboratory records and data,molecular and cellular biologists,2018,5
maintain accurate laboratory records and data,molecular and cellular biologists,2019,8
maintain accurate laboratory records and data,molecular and cellular biologists,2020,10
maintain accurate laboratory records and data,molecular and cellular biologists,2021,11
maintain accurate laboratory records and data,molecular and cellular biologists,2022,10
maintain accurate laboratory records and data,molecular and cellular biologists,2023,11
maintain accurate laboratory records and data,molecular and cellular biologists,2024,23
maintain accurate laboratory records and data,molecular and cellular biologists,2025,8
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2013,1
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2014,1
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2015,1
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2017,1
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2018,2
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2019,2
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2020,3
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2021,2
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2022,2
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2023,5
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2024,9
maintain accurate record or batch-record documentation of nanoproduction,nanotechnology engineering technologists and technicians,2025,5
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2010,1
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2011,1
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2012,3
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2013,3
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2014,3
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2015,11
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2016,6
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2017,7
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2018,4
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2019,4
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2020,4
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2021,12
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2022,14
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2023,19
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2024,22
"maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations",network and computer systems administrators,2025,7
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2014,1
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2015,2
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2016,2
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2017,2
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2018,3
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2019,1
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2021,2
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2022,2
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2023,1
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2024,6
"maintain and apply knowledge of current policies, regulations, and industrial processes","health and safety engineers, except mining safety engineers and inspectors",2025,1
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2011,1
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2014,2
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2017,5
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2018,4
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2019,3
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2020,11
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2021,12
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2022,7
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2023,23
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2024,17
"maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories","purchasing agents, except wholesale, retail, and farm products",2025,8
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2006,1
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2007,1
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2010,1
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2014,1
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2016,1
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2017,4
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2018,4
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2019,5
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2020,12
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2021,7
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2022,18
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2023,27
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2024,29
"maintain and update filing, inventory, mailing, and database systems, either manually or using a computer","office clerks, general",2025,11
"maintain archive of images, photos, or previous work products",graphic designers,2007,1
"maintain archive of images, photos, or previous work products",graphic designers,2010,1
"maintain archive of images, photos, or previous work products",graphic designers,2011,1
"maintain archive of images, photos, or previous work products",graphic designers,2012,1
"maintain archive of images, photos, or previous work products",graphic designers,2013,1
"maintain archive of images, photos, or previous work products",graphic designers,2015,1
"maintain archive of images, photos, or previous work products",graphic designers,2017,1
"maintain archive of images, photos, or previous work products",graphic designers,2018,5
